original	converted	r1_clipping	r1_brightness	r1_hue	r2_clipping	r2_brightness	r2_hue	rae_unint	rmse_unint	rmae_unint	rpae_unint	ssim_h_int	ssim_s_int	ssim_v_int	rae_int	rmse_int
originals/DSC_3202_.NEF	converted_DxO/DSC_3202_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3203_.NEF	converted_DxO/DSC_3203_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3204_.NEF	converted_DxO/DSC_3204_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3205_.NEF	converted_DxO/DSC_3205_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3206_.NEF	converted_DxO/DSC_3206_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3207_.NEF	converted_DxO/DSC_3207_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3225_.NEF	converted_DxO/DSC_3225_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3226_.NEF	converted_DxO/DSC_3226_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3227_.NEF	converted_DxO/DSC_3227_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3228_.NEF	converted_DxO/DSC_3228_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3229_.NEF	converted_DxO/DSC_3229_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3245_.NEF	converted_DxO/DSC_3245_DxO.dng	2	2	3	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3246_.NEF	converted_DxO/DSC_3246_DxO.dng	2	2	2	2	2	3	0	0	0	0	1	1	1	0	0
originals/DSC_3247_.NEF	converted_DxO/DSC_3247_DxO.dng	2	2	2	2	2	3	0	0	0	0	1	1	1	0	0
originals/DSC_3248_.NEF	converted_DxO/DSC_3248_DxO.dng	2	2	2	2	2	3	0	0	0	0	1	1	1	0	0
originals/DSC_3266_.NEF	converted_DxO/DSC_3266_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3267_.NEF	converted_DxO/DSC_3267_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3270_.NEF	converted_DxO/DSC_3270_DxO.dng	2	2	2	2	2	3	0	0	0	0	1	1	1	0	0
